Code;Name;CountryISO;ISIN;CCY;Sector;Industry;GicSector;GicGroup;GicIndustry;GicSubIndustry;HQ;FullTimeEmployees;WebURL;UpdateDate;ActiveFlag
AIMD US;Ainos Inc;US;US00902F1057;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;43;https://ainos.com;17.09.2023;1
AF PA;Air France-KLM SA;FR;FR001400J770;EUR;Industrials;Airlines;Industrials;Transportation;Passenger Airlines;Passenger Airlines;France;74580;https://www.airfranceklm.com;18.10.2023;1
AL US;Air Lease Corporation;US;US00912X3026;USD;Industrials;Rental & Leasing Services;Industrials;Capital Goods;Trading Companies & Distributors;Trading Companies & Distributors;United States;151;https://www.airleasecorp.com;18.09.2023;1
AI PA;Air Liquide SA;FR;FR0000120073;EUR;Basic Materials;Specialty Chemicals;Materials;Materials;Chemicals;Specialty Chemicals;France;67100;https://www.airliquide.com;18.10.2023;1
APD US;Air Products and Chemicals Inc;US;US0091581068;USD;Basic Materials;Specialty Chemicals;Materials;Materials;Chemicals;Industrial Gases;United States;19710;https://www.airproducts.com;18.09.2023;1
AIRT US;Air T Inc;US;US0092071010;USD;Industrials;Integrated Freight & Logistics;Industrials;Transportation;Air Freight & Logistics;Air Freight & Logistics;United States;584;https://www.airt.net;19.09.2023;1
ATSG US;Air Transport Services Group Inc;US;US00922R1059;USD;Industrials;Airlines;Industrials;Transportation;Air Freight & Logistics;Air Freight & Logistics;United States;5320;https://www.atsginc.com;18.09.2023;1
AIR PA;Airbus Group SE;FR;NL0000235190;EUR;Industrials;Aerospace & Defense;Industrials;Capital Goods;Aerospace & Defense;Aerospace & Defense;Netherlands;141799;https://www.airbus.com;19.10.2023;1
AIRE SW;Airesis SA;CH;CH0010947627;CHF;Consumer Cyclical;Leisure;Consumer Discretionary;Consumer Durables & Apparel;Leisure Products;Leisure Products;Switzerland;10;https://www.airesis.com;20.09.2023;1
AIRG US;Airgain Inc;US;US00938A1043;USD;Technology;Communication Equipment;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Components;United States;141;https://www.airgain.com;19.09.2023;1
AIRS US;Airsculpt Technologies Inc;US;US0094961002;USD;Healthcare;Medical Care Facilities;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;291;https://www.elitebodysculpture.com;17.09.2023;1
AIXA XETRA;AIXTRON SE;DE;DE000A0WMPJ6;EUR;Technology;Semiconductor Equipment & Materials;Information Technology;Semiconductors & Semiconductor Equipment;Semiconductors & Semiconductor Equipment;Semiconductor Materials & Equipment;Germany;1014;https://www.aixtron.com;19.10.2023;1
AKA US;AKA Brands Holding Corp;US;US00152K1016;USD;Consumer Cyclical;Internet Retail;Consumer Discretionary;Consumer Discretionary Distribution & Retail;Internet & Direct Marketing Retail;Internet & Direct Marketing Retail;United States;1000;https://www.aka-brands.com;17.09.2023;1
AKAM US;Akamai Technologies Inc;US;US00971T1016;USD;Technology;Software-Infrastructure;Information Technology;Software & Services;IT Services;Internet Services & Infrastructure;United States;9800;https://www.akamai.com;19.09.2023;1
AKBA US;Akebia Ther;US;US00972D1054;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;204;https://www.akebia.com;18.09.2023;1
KERN US;Akerna Corp;US;US00973W1027;USD;Healthcare;Health Information Services;Industrials;Commercial & Professional Services;Professional Services;;United States;112;https://www.akerna.com;17.09.2023;1
AKRO US;Akero Therapeutics Inc;US;US00973Y1082;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;44;https://www.akerotx.com;17.09.2023;1
AKTS US;Akoustis Technologies Inc;US;US00973N1028;USD;Technology;Communication Equipment;Information Technology;Technology Hardware & Equipment;Electronic Equipment, Instruments & Components;Electronic Components;United States;222;https://www.akoustis.com;19.09.2023;1
AKYA US;Akoya Biosciences Inc;US;US00974H1041;USD;Healthcare;Medical Instruments & Supplies;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;369;https://www.akoyabio.com;17.09.2023;1
AKW PA;Akwel SA;FR;FR0000053027;EUR;Consumer Cyclical;Auto Parts;Consumer Discretionary;Automobiles & Components;Automobile Components;Automotive Parts & Equipment;France;9812;https://akwel-automotive.com;03.10.2023;1
AKZA AS;Akzo Nobel NV;NL;NL0013267909;EUR;Basic Materials;Specialty Chemicals;Materials;Materials;Chemicals;Specialty Chemicals;Netherlands;34700;https://www.akzonobel.com;19.10.2023;1
ALG US;Alamo Group Inc;US;US0113111076;USD;Industrials;Farm & Heavy Construction Machinery;Industrials;Capital Goods;Machinery;Construction Machinery & Heavy Transportation Equipment;United States;4200;https://www.alamo-group.com;19.09.2023;1
ALRM US;Alarm.com Holdings Inc;US;US0116421050;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;United States;1909;https://www.alarm.com;19.09.2023;1
ALK US;Alaska Air Group Inc;US;US0116591092;USD;Industrials;Airlines;Industrials;Transportation;Passenger Airlines;Passenger Airlines;United States;23140;https://www.alaskaair.com;19.09.2023;1
ABA F;ALBA SE;DE;DE0006209901;EUR;Industrials;Waste Management;Industrials;Commercial & Professional Services;Commercial Services & Supplies;Environmental & Facilities Services;Germany;394;https://www.alba.info/en/our-company/investor-rela;20.09.2023;1
AIN US;Albany International Corporation;US;US0123481089;USD;Consumer Cyclical;Textile Manufacturing;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;United States;4100;https://www.albint.com;18.09.2023;1
ALB US;Albemarle Corp;US;US0126531013;USD;Basic Materials;Specialty Chemicals;Materials;Materials;Chemicals;Specialty Chemicals;United States;7400;https://www.albemarle.com;19.09.2023;1
ACI US;Albertsons Companies;US;US0130911037;USD;Consumer Defensive;Grocery Stores;Consumer Staples;Consumer Staples Distribution & Retail;Consumer Staples Distribution & Retail;Food Retail;United States;107300;https://www.albertsonscompanies.com;18.09.2023;1
ALG XETRA;ALBIS Leasing AG;DE;DE0006569403;EUR;Financial Services;Credit Services;Financials;Financial Services;Consumer Finance;Consumer Finance;Germany;110;https://www.albis-leasing.de;18.10.2023;1
AA US;Alcoa Corp;US;US0138721065;USD;Basic Materials;Aluminum;Materials;Materials;Metals & Mining;Aluminum;United States;13100;https://www.alcoa.com;19.09.2023;1
ALC SW;Alcon AG;CH;CH0432492467;CHF;Healthcare;Medical Instruments & Supplies;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;Switzerland;25000;https://www.alcon.com;05.09.2023;1
ALD PA;ALD S.A;FR;FR0013258662;EUR;Industrials;Rental & Leasing Services;Industrials;Capital Goods;Trading Companies & Distributors;Trading Companies & Distributors;France;15700;https://www.aldautomotive.com;19.10.2023;1
ALDX US;Aldeyra The;US;US01438T1060;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;15;https://www.aldeyra.com;19.09.2023;1
ALEC US;Alector Inc;US;US0144421072;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;239;https://www.alector.com;17.09.2023;1
ALRS US;Alerus Financial Corp;US;US01446U1034;USD;Financial Services;Banks-Regional;Financials;Financial Services;Financial Services;Diversified Financial Services;United States;773;https://alerus.com;18.09.2023;1
ALX US;Alexanders Inc;US;US0147521092;USD;Real Estate;REIT-Retail;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Retail REITs;United States;69;https://www.alx-inc.com;19.09.2023;1
ALX F;Alexanderwerk Aktiengesellschaft;DE;DE0005032007;EUR;Industrials;Specialty Industrial Machinery;Industrials;Capital Goods;Machinery;Industrial Machinery & Supplies & Components;Germany;150;https://www.alexanderwerk.com;19.09.2023;1
ARE US;Alexandria Real Estate Equities Inc;US;US0152711091;USD;Real Estate;REIT-Office;Real Estate;Equity Real Estate Investment Trusts (REITs);Diversified REITs;Office REITs;United States;593;https://www.are.com;18.09.2023;1
ALFEN AS;Alfen Beheer BV;NL;NL0012817175;EUR;Industrials;Electrical Equipment & Parts;Industrials;Capital Goods;Electrical Equipment;Heavy Electrical Equipment;Netherlands;956;https://www.alfen.com;05.09.2023;1
ALCO US;Alico Inc;US;US0162301040;USD;Consumer Defensive;Farm Products;Consumer Staples;Food, Beverage & Tobacco;Food Products;Agricultural Products & Services;United States;206;https://www.alicoinc.com;19.09.2023;1
ALIT US;Alight Inc;US;US01626W1018;USD;Technology;Software-Application;Industrials;Commercial & Professional Services;Professional Services;Human Resource & Employment Services;United States;18000;https://www.alight.com;17.09.2023;1
ALGN US;Align Technology Inc;US;US0162551016;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Supplies;United States;22910;https://www.aligntech.com;19.09.2023;1
ALHC US;Alignment Healthcare LLC;US;US01625V1044;USD;Healthcare;Healthcare Plans;Health Care;Health Care Equipment & Services;Health Care Providers & Services;Health Care Services;United States;1037;https://www.alignmenthealthcare.com;17.09.2023;1
ALIM US;Alimera Sciences Inc;US;US0162592028;USD;Healthcare;Drug Manufacturers-Specialty & Generic;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Pharmaceuticals;Pharmaceuticals;United States;150;https://alimerasciences.com;19.09.2023;1
WTER US;Alkaline Water Company Inc;US;US01643A2078;USD;Consumer Defensive;Beverages-Non-Alcoholic;Consumer Staples;Food, Beverage & Tobacco;Beverages;Soft Drinks & Non-alcoholic Beverages;United States;33;https://www.thealkalinewaterco.com;19.09.2023;1
ALKT US;Alkami Technology Inc;US;US01644J1088;USD;Technology;Software-Application;Information Technology;Software & Services;Software;Application Software;United States;851;https://www.alkami.com;17.09.2023;1
A1OS F;All For One Steeb AG;DE;DE0005110001;EUR;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;IT Consulting & Other Services;Germany;2853;https://www.all-for-one.com;19.09.2023;1
ALLK US;Allakos Inc;US;US01671P1003;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;123;https://www.allakos.com;17.09.2023;1
BIRD US;Allbirds Inc;US;US01675A1097;USD;Consumer Cyclical;Apparel Retail;Consumer Discretionary;Consumer Discretionary Distribution & Retail;Internet & Direct Marketing Retail;Internet & Direct Marketing Retail;United States;730;https://www.allbirds.com;17.09.2023;1
ATI US;Allegheny Technologies Incorporated;US;US01741R1023;USD;Industrials;Metal Fabrication;Materials;Materials;Metals & Mining;Steel;United States;6700;https://www.atimaterials.com;19.09.2023;1
ALGT US;Allegiant Travel Company;US;US01748X1028;USD;Industrials;Airlines;Industrials;Transportation;Passenger Airlines;Passenger Airlines;United States;5436;https://www.allegiantair.com;19.09.2023;1
ALE US;Allete Inc;US;US0185223007;USD;Utilities;Utilities-Diversified;Utilities;Utilities;Electric Utilities;Electric Utilities;United States;1495;https://www.allete.com;18.09.2023;1
AEIN XETRA;Allgeier SE;DE;DE000A2GS633;EUR;Technology;Information Technology Services;Information Technology;Software & Services;IT Services;Data Processing & Outsourced Services;Germany;3510;https://www.allgeier.com;05.09.2023;1
ARLP US;Alliance Resource Partners LP;US;US01877R1086;USD;Energy;Thermal Coal;Energy;Energy;Oil, Gas & Consumable Fuels;Coal & Consumable Fuels;United States;3371;https://www.arlp.com;19.09.2023;1
AB US;AllianceBernstein Holding L.P. ;US;US01881G1067;USD;Financial Services;Asset Management;Financials;Financial Services;Capital Markets;Asset Management & Custody Banks;United States;4436;https://www.alliancebernstein.com;19.09.2023;1
LNT US;Alliant Energy Corp;US;US0188021085;USD;Utilities;Utilities-Regulated Electric;Utilities;Utilities;Electric Utilities;Electric Utilities;United States;3129;https://www.alliantenergy.com;18.09.2023;1
ALV XETRA;Allianz SE VNA O.N.;DE;DE0008404005;EUR;Financial Services;Insurance - Diversified;Financials;Insurance;Insurance;Multi-line Insurance;Germany;159253;https://www.allianz.com;18.10.2023;1
AGAE US;Allied Gaming & Entertainment Inc.;US;US0191701095;USD;Communication Services;Entertainment;Consumer Discretionary;Consumer Services;Hotels, Restaurants & Leisure;Casinos & Gaming;United States;78;https://alliedesports.gg;17.09.2023;1
AMOT US;Allied Motion Technologies Inc;US;US0193301092;USD;Technology;Electronic Components;Industrials;Capital Goods;Electrical Equipment;Electrical Components & Equipment;United States;2254;https://www.alliedmotion.com;19.09.2023;1
ALSN US;Allison Transmission Holdings Inc;US;US01973R1014;USD;Consumer Cyclical;Auto Parts;Industrials;Capital Goods;Machinery;Construction Machinery & Heavy Transportation Equipment;United States;3500;https://www.allisontransmission.com;18.09.2023;1
ALLO US;Allogene Therapeutics Inc;US;US0197701065;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;359;https://www.allogene.com;17.09.2023;1
ALLN SW;Allreal Holding;CH;CH0008837566;CHF;Real Estate;Real Estate Services;Real Estate;Equity Real Estate Investment Trusts (REITs);Real Estate Management & Development;Real Estate Operating Companies;Switzerland;227;https://www.allreal.ch;20.09.2023;1
MDRX US;Allscripts Healthcare Solutions Inc;US;US01988P1084;USD;Healthcare;Health Information Services;Health Care;Health Care Equipment & Services;Health Care Technology;Health Care Technology;United States;8000;https://www.allscripts.com;19.09.2023;1
ALLY US;Ally Financial Inc;US;US02005N1000;USD;Financial Services;Credit Services;Financials;Financial Services;Consumer Finance;Consumer Finance;United States;11600;https://www.ally.com;19.09.2023;1
ALNY US;Alnylam Pharmaceuticals Inc;US;US02043Q1076;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;2002;https://www.alnylam.com;18.09.2023;1
AOSL US;Alpha and Omega Semiconductor Ltd;US;BMG6331P1041;USD;Technology;Semiconductors;Information Technology;Semiconductors & Semiconductor Equipment;Semiconductors & Semiconductor Equipment;Semiconductors;United States;2468;https://www.aosmd.com;19.09.2023;1
AMR US;Alpha Metallurgical Resources Inc;US;US0207641061;USD;Basic Materials;Coking Coal;Energy;Energy;Oil, Gas & Consumable Fuels;Oil & Gas Exploration & Production;United States;3980;https://www.alphametresources.com;17.09.2023;1
TKNO US;Alpha Teknova Inc;US;US02080L1026;USD;Healthcare;Drug Manufacturers-Specialty & Generic;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;285;https://www.teknova.com;17.09.2023;1
GOOGL US;Alphabet Inc Class A;US;US02079K3059;USD;Communication Services;Internet Content & Information;Communication Services;Media & Entertainment;Interactive Media & Services;Interactive Media & Services;United States;181798;https://www.abc.xyz;19.09.2023;1
GOOG US;Alphabet Inc Class C;US;US02079K1079;USD;Communication Services;Internet Content & Information;Communication Services;Media & Entertainment;Interactive Media & Services;Interactive Media & Services;United States;181798;https://www.abc.xyz;19.09.2023;1
ATEC US;Alphatec Holdings Inc;US;US02081G2012;USD;Healthcare;Medical Devices;Health Care;Health Care Equipment & Services;Health Care Equipment & Supplies;Health Care Equipment;United States;705;https://www.atecspine.com;18.09.2023;1
ALPN US;Alpine Immune Sciences Inc;US;US02083G1004;USD;Healthcare;Biotechnology;Health Care;Pharmaceuticals, Biotechnology & Life Sciences;Biotechnology;Biotechnology;United States;126;https://www.alpineimmunesciences.com;18.09.2023;1
